Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
383,750,600,0,0,-90,7620.0,6096.0,19.51171875,19.6875
384,450,750,0,0,-90,7620.0,6096.0,15.8203125,15.99609375
385,600,750,0,0,-90,7620.0,6096.0,17.40234375,17.578125
386,750,750,0,0,-90,7620.0,6096.0,19.16015625,19.3359375
387,450,450,-30,0,-120,7620.0,6096.0,16.69921875,16.875
388,600,450,-30,0,-120,7620.0,6096.0,18.10546875,18.28125
389,750,450,-30,0,-120,7620.0,6096.0,19.6875,19.86328125
390,450,600,-30,0,-120,7620.0,6096.0,16.5234375,16.69921875
391,600,600,-30,0,-120,7620.0,6096.0,18.10546875,18.28125
392,750,600,-30,0,-120,7620.0,6096.0,19.6875,19.86328125
393,450,750,-30,0,-120,7620.0,6096.0,16.171875,16.34765625
394,600,750,-30,0,-120,7620.0,6096.0,17.9296875,18.10546875
395,750,750,-30,0,-120,7620.0,6096.0,19.51171875,19.6875
396,450,450,-60,0,-150,7620.0,6096.0,15.64453125,15.8203125
397,600,450,-60,0,-150,7620.0,6096.0,16.69921875,16.875
398,750,450,-60,0,-150,7620.0,6096.0,17.9296875,18.10546875
399,450,600,-60,0,-150,7620.0,6096.0,15.46875,15.64453125
